"artist","track","stream"
"Bibi und Tina","Mädchen gegen Jungs (feat. Lina Larissa Strahl, Lisa-Marie Koroll, Phil Laude, Louis H.)","20761621"
"Bibi und Tina","Up, up, up (Nobody’s perfect) [feat. Lina Larissa Strahl]","14824389"
"Bibi und Tina","Mädchen auf dem Pferd (feat. Fabian Buch)","14736441"
"Bibi und Tina","Happy End (feat. Lina Larissa Strahl)","12198658"
"Bibi und Tina","No Risk, no Fun (feat. Lina Larissa Strahl, Emilio Moutaoukkil)","12000361"
"Big Sean","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","981287133"
"Big Sean","I Don't Fuck With You","671510653"
"Big Sean","Bounce Back","666145000"
"Big Sean","Beware","326455717"
"Big Sean","Wolves (feat. Post Malone)","317028137"
"BIGBANG","BANG BANG BANG","196753877"
"BIGBANG","FXXK IT","110587934"
"BIGBANG","FANTASTIC BABY - Japanese ver.","100209861"
"BIGBANG","LOSER","86597472"
"BIGBANG","IF YOU","76022029"
"Bill Withers","Ain't No Sunshine","545720692"
"Bill Withers","Lovely Day","479283663"
"Bill Withers","Lean on Me","243988277"
"Bill Withers","Use Me","115481172"
"Bill Withers","Grandma's Hands","65511503"
"Billie Eilish","bad guy","2203014126"
"Billie Eilish","lovely (with Khalid)","2110573779"
"Billie Eilish","when the party's over","1478156307"
"Billie Eilish","everything i wanted","1247913202"
"Billie Eilish","Happier Than Ever","907762843"
"Billie Holiday","All of Me","76055672"
"Billie Holiday","I'll Be Seeing You","70721147"
"Billie Holiday","Blue Moon","47465412"
"Billie Holiday","Strange Fruit","47190982"
"Billie Holiday","April In Paris","34496594"
"Billy Currington","Do I Make You Wanna","218703690"
"Billy Currington","Good Directions","183378741"
"Billy Currington","It Don't Hurt Like It Used To","159750242"
"Billy Currington","Don't It","128955950"
"Billy Currington","Must Be Doin' Somethin' Right","110290557"
"Billy Idol","Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001",NULL
"Billy Idol","Eyes Without A Face",NULL
"Billy Idol","Sweet Sixteen",NULL
"Billy Idol","White Wedding (Parts 1 And 2) - Shotgun Mix / 24-Bit Digitally Remastered 2001",NULL
"Billy Idol","Rebel Yell","291069836"
"Billy Joel","Piano Man","676661762"
"Billy Joel","Uptown Girl","621088349"
"Billy Joel","We Didn't Start the Fire","368967530"
"Billy Joel","Vienna","324222155"
"Billy Joel","She's Always a Woman","249630617"
"Billy Ray Cyrus","Old Town Road - Remix","1393903455"
"Billy Ray Cyrus","Achy Breaky Heart","109740687"
"Billy Ray Cyrus","Old Town Road - Diplo Remix","108284438"
"Billy Ray Cyrus","Butterfly Fly Away","103903090"
"Billy Ray Cyrus","Old Town Road - Remix","66118224"
"Billy Talent","Red Flag","169711066"
"Billy Talent","Fallen Leaves","122286815"
"Billy Talent","Rusted From the Rain","86620981"
"Billy Talent","Try Honesty","52165179"
"Billy Talent","Surrender","49812351"
"Bing Crosby","White Christmas","394475462"
"Bing Crosby","Winter Wonderland - Remastered","169388655"
"Bing Crosby","Do You Hear What I Hear? - Remastered 2006","149519185"
"Bing Crosby","Mele Kalikimaka - Single Version","134030765"
"Bing Crosby","It's Beginning To Look A Lot Like Christmas","128308254"
"Binomio de Oro de América","Olvídala","90195368"
"Binomio de Oro de América","Niña Bonita","53041912"
"Binomio de Oro de América","Si Tu Amor No Vuelve","50374741"
"Binomio de Oro de América","Quiero Que Seas Mi Estrella","49210190"
"Binomio de Oro de América","Como Te Olvido","42891997"
"Birdy","Skinny Love","702358507"
"Birdy","Not About Angels","347522637"
"Birdy","Wings","225416862"
"Birdy","People Help the People","215468965"
"Birdy","Let It All Go","202208930"
"Bizarrap","Quevedo: Bzrp Music Sessions, Vol. 52","991461139"
"Bizarrap","Tiago PZK: Bzrp Music Sessions, Vol. 48","309525677"
"Bizarrap","L-Gante: Bzrp Music Sessions, Vol.38","217350291"
"Bizarrap","Shakira: Bzrp Music Sessions, Vol. 53","196761853"
"Bizarrap","Villano Antillano: Bzrp Music Sessions, Vol. 51","193505330"
"Björk","Come to Me",NULL
"Björk","Venus as a Boy",NULL
"Björk","Hyperballad",NULL
"Björk","Joga",NULL
"Björk","All Is Full of Love",NULL
"BK","Poesia Acústica #2: Sobre Nós","132773482"
"BK","Poesia Acústica 10: Recomeçar","67597117"
"BK","Planos","49085426"
"BK","Músicas de amor nunca mais","7083950"
"BK","Só me ligar","5659257"
"Black Eyed Peas","I Gotta Feeling","1001227038"
"Black Eyed Peas","RITMO (Bad Boys For Life)","869795408"
"Black Eyed Peas","Where Is The Love?","752091441"
"Black Eyed Peas","Pump It","492130246"
"Black Eyed Peas","GIRL LIKE ME","453923193"
"Black Sabbath","Children of the Grave - 2014 Remaster",NULL
"Black Sabbath","Heaven and Hell - 2008 Remaster",NULL
"Black Sabbath","Orchid - 2014 Remaster",NULL
"Black Sabbath","Planet Caravan - 2012 - Remaster",NULL
"Black Sabbath","Sweet Leaf - 2014 Remaster",NULL
"blackbear","hot girl bummer","1115103334"
"blackbear","idfc","629558434"
"blackbear","my ex's best friend (with blackbear)","574531280"
"blackbear","do re mi","558809408"
"blackbear","idfc","298601756"
"BLACKPINK","How You Like That","733213843"
"BLACKPINK","Kill This Love","661790347"
"BLACKPINK","DDU-DU DDU-DU","565754284"
"BLACKPINK","As If It's Your Last","435656437"
"BLACKPINK","BOOMBAYAH","414173416"
"Blackstreet","No Diggity","626845940"
"Blackstreet","We Gonna Take U Back (Lude) / Don't Leave Me","54061179"
"Blackstreet","No Diggity","35491574"
"Blackstreet","Before I Let You Go","34392445"
"Blackstreet","No Diggity","11654192"
"Blake Shelton","God's Country","285182971"
"Blake Shelton","Boys 'Round Here (feat. Pistol Annies & Friends)","166728364"
"Blake Shelton","Sangria","158093054"
"Blake Shelton","Honey Bee","150076452"
"Blake Shelton","Nobody But You (Duet with Gwen Stefani)","112249331"
"Blessd","Medallo","354337519"
"Blessd","Tendencia Global","108997206"
"Blessd","Instagram","71633388"
"Blessd","Quien TV Remix","62632257"
"Blessd","Instagram - Remix","21781608"
"blink-182","All The Small Things","798081462"
"blink-182","I Miss You","597137046"
"blink-182","What's My Age Again?","521711460"
"blink-182","First Date","324986783"
"blink-182","Adam's Song","243561772"
"Blondie","One Way Or Another",NULL
"Blondie","The Tide Is High - Edit",NULL
"Blondie","Heart Of Glass",NULL
"Blondie","Call Me","330434580"
"Blondie","Heart Of Glass - Special Mix","206056400"
"Blue Öyster Cult","(Don't Fear) The Reaper","441277003"
"Blue Öyster Cult","Burnin' for You","127962797"
"Blue Öyster Cult","Godzilla","65146250"
"Blue Öyster Cult","Then Came the Last Days of May","35128584"
"Blue Öyster Cult","Cities On Flame with Rock and Roll","26913170"
"Blueface","Thotiana","350405270"
"Blueface","Moonwalking in Calabasas (feat. Blueface) - Remix","263581009"
"Blueface","Daddy (feat. Rich The Kid)","182737597"
"Blueface","Bleed It","127098247"
"Blueface","Thotiana (Remix)","98061020"
"Blur","Song 2 - 2012 Remaster","615338765"
"Blur","Girls & Boys","150649070"
"Blur","Coffee & TV","102853476"
"Blur","Parklife - 2012 Remaster","91885377"
"Blur","Tender","68028435"
"Blxst","Chosen (feat. Ty Dolla $ign)","318794918"
"Blxst","Die Hard","183161519"
"Blxst","Overrated","52044442"
"Blxst","Be Alone","50862837"
"Blxst","Fck Boys","36044952"
"Bo Burnham","Bezos I","175073472"
"Bo Burnham","Welcome to The Internet","129541700"
"Bo Burnham","Look Who’s Inside Again","105206780"
"Bo Burnham","All Eyes On Me","94847245"
"Bo Burnham","Goodbye","73860578"
"Bob Dylan","Like a Rolling Stone","290340526"
"Bob Dylan","Knockin' On Heaven's Door","289334811"
"Bob Dylan","The Times They Are A-Changin'","190928895"
"Bob Dylan","Hurricane","184267120"
"Bob Dylan","Blowin' in the Wind","164239415"
"Bob Marley & The Wailers","Three Little Birds","726093012"
"Bob Marley & The Wailers","Could You Be Loved","617214277"
"Bob Marley & The Wailers","Is This Love","562706540"
"Bob Marley & The Wailers","Jamming","390752145"
"Bob Marley & The Wailers","Buffalo Soldier","379999345"
"Bob Seger","Old Time Rock & Roll","238058307"
"Bob Seger","Night Moves","178485755"
"Bob Seger","Against The Wind","74043123"
"Bob Seger","Still The Same","73122668"
"Bob Seger","Ramblin' Gamblin' Man","60377702"
"Bob Sinclar","World, Hold On - FISHER Rework",NULL
"Bob Sinclar","World Hold on (Children of the Sky) [Radio Edit]","146481360"
"Bob Sinclar","Love Generation - Radio Edit","110847929"
"Bob Sinclar","Rock This Party - Everybody Dance Now","85941513"
"Bob Sinclar","World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix]","71570851"
"Bobby Helms","Jingle Bell Rock","737125860"
"Bobby Helms","My Special Angel","3804443"
"Bobby Helms","Captain Santa Claus","1305004"
"Bobby Helms","Fraulein","1243914"
"Bobby Helms","Jingle Bell Rock (Special Nashville Edition)","431282"
"Boef","Habiba","70166564"
"Boef","Nooit Thuis","32820167"
"Boef","Paperchase","20564258"
"Boef","Als Je Bij Me Blijft","17828474"
"Boef","Hosselen","16338337"
"Böhse Onkelz","Auf gute Freunde","63064627"
"Böhse Onkelz","Wir ham' noch lange nicht genug","26767079"
"Böhse Onkelz","Nichts ist für die Ewigkeit","23499399"
"Böhse Onkelz","Kirche","18423091"
"Böhse Onkelz","Terpentin","18025046"
"Bomba Estéreo","Ojitos Lindos","872322869"
"Bomba Estéreo","To My Love - Tainy Remix","266146912"
"Bomba Estéreo","Soy Yo","72966888"
"Bomba Estéreo","To My Love","61184052"
"Bomba Estéreo","Somos Dos","54989926"
"Bombay Jayashri","Zara Zara","36907536"
"Bombay Jayashri","Vaseegara","35372729"
"Bombay Jayashri","Mudher Kanave","13765193"
"Bombay Jayashri","Ondra Renda (From ""Kaakha Kaakha"")","13750974"
"Bombay Jayashri","Paartha Mudhal","12518097"
"Bon Iver","Re: Stacks",NULL
"Bon Iver","Skinny Love","535403389"
"Bon Iver","exile (feat. Bon Iver)","488065877"
"Bon Iver","Holocene","384129970"
"Bon Iver","Rosyln","287485443"
"Bon Jovi","Livin' On A Prayer","1136987099"
"Bon Jovi","You Give Love A Bad Name","803312398"
"Bon Jovi","It's My Life","633798307"
"Bon Jovi","Always","399920066"
"Bon Jovi","Wanted Dead Or Alive","335808355"
"Bone Thugs-N-Harmony","Tha Crossroads","163254184"
"Bone Thugs-N-Harmony","Thuggish Ruggish Bone","103041320"
"Bone Thugs-N-Harmony","1st of Tha Month","93146151"
"Bone Thugs-N-Harmony","I Tried","70966626"
"Bone Thugs-N-Harmony","Foe Tha Love of $","54343088"
"BONES","HDMI","194093902"
"BONES","AirplaneMode","117785315"
"BONES","CtrlAltDelete","106943233"
"BONES","Sodium","97270923"
"BONES","Oxygen","70723052"
"Boney M.","Rasputin","443481299"
"Boney M.","Rasputin - Single Version","262132318"
"Boney M.","Daddy Cool","219078589"
"Boney M.","Sunny","130718006"
"Boney M.","Mary's Boy Child / Oh My Lord","118247658"
"Bonez MC","Ohne mein Team","226436661"
"Bonez MC","500 PS","221203019"
"Bonez MC","Palmen aus Plastik","153343579"
"Bonez MC","Blaues Licht","130979623"
"Bonez MC","Kokain","130773196"
"Bonnie Tyler","Total Eclipse of the Heart","565848495"
"Bonnie Tyler","Holding Out for a Hero - From ""Footloose"" Soundtrack","320906356"
"Bonnie Tyler","It's a Heartache","112105532"
"Bonnie Tyler","Total Eclipse of the Heart","59704806"
"Bonnie Tyler","Holding Out for a Hero - Single Version","25252784"
"Bonobo","Cirrus","74091758"
"Bonobo","Kerala","60494294"
"Bonobo","Kong","54464487"
"Bonobo","Rosewood","17680498"
"Bonobo","Days To Come","17100584"
"Booba","Mona Lisa","74221307"
"Booba","Validée","62240663"
"Booba","92i veyron","55556290"
"Booba","Petite fille","55217713"
"Booba","Scarface","36048454"
"Boosie Badazz","Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix","49175116"
"Boosie Badazz","Set It Off","48962356"
"Boosie Badazz","Mop Wit It","30370538"
"Boosie Badazz","Nasty Nasty","26623493"
"Boosie Badazz","No Juice","25904646"
"Bootie Brown","New Gold (feat. Tame Impala and Bootie Brown)",NULL
"Bootsy Collins","After Last Night (with Thundercat & Bootsy Collins)","94044201"
"Bootsy Collins","I'd Rather Be with You","40277896"
"Bootsy Collins","Bootzilla","5928132"
"Bootsy Collins","What's a Telephone Bill?","2083874"
"Bootsy Collins","Munchies for Your Love","1519064"
"Boston","More Than a Feeling","632278059"
"Boston","Peace of Mind","162260550"
"Boston","Foreplay / Long Time","99086087"
"Boston","Amanda","75931662"
"Boston","Smokin'","68327595"
"Boyce Avenue","Photograph","144604914"
"Boyce Avenue","Fast Car","119131709"
"Boyce Avenue","We Can't Stop","114091935"
"Boyce Avenue","Beautiful Soul","88024513"
"Boyce Avenue","Demons","84840590"
"BoyWithUke","Toxic","509023990"
"BoyWithUke","IDGAF (with blackbear)","152547498"
"BoyWithUke","Two Moons","138756274"
"BoyWithUke","Long Drives","72517528"
"BoyWithUke","Understand","68781432"
"Boyz II Men","End Of The Road","249421736"
"Boyz II Men","I'll Make Love To You","215943283"
"Boyz II Men","One Sweet Day","149580844"
"Boyz II Men","On Bended Knee","101789360"
"Boyz II Men","Motownphilly","59573547"
"Brad Paisley","Whiskey Lullaby (feat. Alison Krauss)","218223347"
"Brad Paisley","She's Everything","113807657"
"Brad Paisley","Mud on the Tires","95439261"
"Brad Paisley","Then","77033234"
"Brad Paisley","Remind Me (with Carrie Underwood)","65357772"
"Bradley Cooper","Shallow","2004338878"
"Bradley Cooper","I'll Never Love Again - Film Version","308551473"
"Bradley Cooper","Maybe It's Time","132282169"
"Bradley Cooper","Music To My Eyes","116203650"
"Bradley Cooper","I Don't Know What Love Is","94730022"
"Brandi Carlile","The Story","118886569"
"Brandi Carlile","Heart's Content","47827214"
"Brandi Carlile","The Joke","39809540"
"Brandi Carlile","Party of One (feat. Sam Smith)","39229037"
"Brandi Carlile","Carried Me With You","38305686"
"Brandy","The Boy Is Mine","169776595"
"Brandy","LOVE AGAIN","79657574"
"Brandy","I Wanna Be Down","57113622"
"Brandy","Have You Ever","47298972"
"Brandy","Put It Down (feat. Chris Brown)","30970258"
"Brantley Gilbert","Bottoms Up","202934267"
"Brantley Gilbert","The Weekend","121057929"
"Brantley Gilbert","Kick It In The Sticks","80496128"
"Brantley Gilbert","You Don't Know Her Like I Do","58672246"
"Brantley Gilbert","Country Must Be Country Wide","55334873"
"Bread","Everything I Own","162425809"
"Bread","Make It with You","138537140"
"Bread","If","95353561"
"Bread","Guitar Man","79739086"
"Bread","Baby I'm-a Want You","54333758"
"Breaking Benjamin","The Diary of Jane - Single Version","455053502"
"Breaking Benjamin","I Will Not Bow","226687646"
"Breaking Benjamin","Breath","148187534"
"Breaking Benjamin","Angels Fall","121162834"
"Breaking Benjamin","So Cold - Remix","114453801"
"Brenda Lee","Rockin' Around The Christmas Tree","765618290"
"Brenda Lee","Rockin' Around the Christmas Tree - Rerecorded Version","81403455"
"Brenda Lee","I'm Sorry","30270643"
"Brenda Lee","Jingle Bell Rock","21167442"
"Brenda Lee","Emotions","17735481"
"Brent Faiyaz","Trust","321948032"
"Brent Faiyaz","DEAD MAN WALKING","262336766"
"Brent Faiyaz","Clouded","216306616"
"Brent Faiyaz","GRAVITY (FEAT. TYLER, THE CREATOR)","187449772"
"Brent Faiyaz","Poison","161948151"
"Brett Eldredge","Baby, It's Cold Outside (feat. Meghan Trainor)","167090502"
"Brett Eldredge","Drunk on Your Love","121927099"
"Brett Eldredge","Beat of the Music","103196074"
"Brett Eldredge","Wanna Be That Song","91515971"
"Brett Eldredge","Don't Ya","76580760"
"Brett Young","In Case You Didn't Know","454950300"
"Brett Young","Mercy","196048808"
"Brett Young","Like I Loved You","169477352"
"Brett Young","Sleep Without You","154634230"
"Brett Young","Here Tonight","100313643"
"Bring Me The Horizon","Can You Feel My Heart","470229490"
"Bring Me The Horizon","Throne","313325994"
"Bring Me The Horizon","Follow You","187110387"
"Bring Me The Horizon","Sleepwalking","165821809"
"Bring Me The Horizon","Drown","164494520"
"Britney Spears","Toxic","893129259"
"Britney Spears","...Baby One More Time","588819207"
"Britney Spears","Oops!...I Did It Again","581869840"
"Britney Spears","Gimme More","424168867"
"Britney Spears","Womanizer","423188557"
"Bronco","Si Te Vuelves A Enamorar",NULL
"Bronco","Total, ¿Qué Más Da?",NULL
"Bronco","Nunca Voy A Olvidarte",NULL
"Bronco","Que No Quede Huella","91929959"
"Bronco","Sergio el Bailador","64503651"
"Brooke Ligertwood","Awake My Soul",NULL
"Brooke Ligertwood","What A Beautiful Name - Live",NULL
"Brooke Ligertwood","King Of Kings",NULL
"Brooke Ligertwood","What A Beautiful Name","160727214"
"Brooke Ligertwood","Who You Say I Am - Live","122045183"
"Brooks & Dunn","Neon Moon","187577925"
"Brooks & Dunn","Boot Scootin' Boogie","148149154"
"Brooks & Dunn","1, 2 Many","142046437"
"Brooks & Dunn","Red Dirt Road","135333873"
"Brooks & Dunn","My Maria","131555459"
"Brray","LOKERA","295999870"
"Brray","Sigue Bailandome","187334236"
"Brray","La Jeepeta","74751023"
"Brray","MARIMBA GRINGA","13210751"
"Brray","Corazón Roto","3276962"
"Bruce Springsteen","Dancing In the Dark","511961928"
"Bruce Springsteen","Born in the U.S.A.","369288087"
"Bruce Springsteen","I'm On Fire","335395734"
"Bruce Springsteen","Born to Run","283696926"
"Bruce Springsteen","Streets of Philadelphia - Single Edit","239663934"
"Bruno & Marrone","Facas - Ao Vivo","226954852"
"Bruno & Marrone","Na Conta Da Loucura - Ao Vivo","102347199"
"Bruno & Marrone","Boate Azul - Ao Vivo","67841468"
"Bruno & Marrone","Coração de Isca","65852041"
"Bruno & Marrone","Amor de Carnaval - Ao Vivo","40732922"
"Bruno Mars","That's What I Like","1562466168"
"Bruno Mars","Just the Way You Are","1464356586"
"Bruno Mars","When I Was Your Man","1439566947"
"Bruno Mars","Locked out of Heaven","1291353645"
"Bruno Mars","24K Magic","1188857393"
"Bryan Adams","Summer Of '69","890565435"
"Bryan Adams","(Everything I Do) I Do It For You","464434163"
"Bryan Adams","Heaven","434521044"
"Bryan Adams","Please Forgive Me","159607207"
"Bryan Adams","Have You Ever Really Loved A Woman?","147671714"
"Bryant Myers","Hasta Abajo","301988410"
"Bryant Myers","Triste","196171184"
"Bryant Myers","Caile","154545282"
"Bryant Myers","Un Ratito Mas","137381630"
"Bryant Myers","Suave (Remix)","115254035"
"Bryson Tiller","Don't","931490889"
"Bryson Tiller","Exchange","770690265"
"Bryson Tiller","Right My Wrongs","321943309"
"Bryson Tiller","Playing Games (with Bryson Tiller) - Extended Version","284054930"
"Bryson Tiller","Outta Time (feat. Drake)","109126383"
"Brytiago","Asesina","289873288"
"Brytiago","Asesina - Remix","262125007"
"Brytiago","Velitas","206846263"
"Brytiago","Bipolar","186889724"
"Brytiago","Me Ama Me Odia","172179857"
"BTS","Dynamite","1582446481"
"BTS","Butter","1066001876"
"BTS","Boy With Luv (feat. Halsey)","989478029"
"BTS","My Universe","883224238"
"BTS","Permission to Dance","560895612"
"Bullet For My Valentine","Tears Don't Fall","262364688"
"Bullet For My Valentine","Your Betrayal","146415072"
"Bullet For My Valentine","All These Things I Hate (Revolve Around Me)","90228127"
"Bullet For My Valentine","You Want a Battle? (Here's a War)","83625992"
"Bullet For My Valentine","Hand Of Blood","58961594"
"BUMP OF CHICKEN","天体観測","34851121"
"BUMP OF CHICKEN","アカシア","27886308"
"BUMP OF CHICKEN","SOUVENIR","27876546"
"BUMP OF CHICKEN","Hello,world!","21388921"
"BUMP OF CHICKEN","なないろ","15372436"
"Bunbury","Aunque no sea conmigo","139132047"
"Bunbury","Frente a frente (feat. Tulsa)","95480880"
"Bunbury","La chispa adecuada (feat. León Larregui) - MTV Unplugged","86769906"
"Bunbury","Parecemos tontos","67735854"
"Bunbury","Lady Blue","58826050"
"Burl Ives","A Holly Jolly Christmas","394475462"
"Burl Ives","A Holly Jolly Christmas","349854911"
"Burl Ives","Rudolph The Red-Nosed Reindeer","132837646"
"Burl Ives","Silver And Gold - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack","24838856"
"Burl Ives","A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack","17622490"
"Burna Boy","Location (feat. Burna Boy)","393279498"
"Burna Boy","Own It (feat. Ed Sheeran & Burna Boy)","303153642"
"Burna Boy","Last Last","205299894"
"Burna Boy","On the Low","197000890"
"Burna Boy","Ye","164021750"
"Bushido","Alles wird gut","46035834"
"Bushido","Theorie und Praxis","41896192"
"Bushido","Für immer jung","28047277"
"Bushido","Hades","26715132"
"Bushido","Leben und Tod des Kenneth Glöckler","24275449"
"Busta Rhymes","Don't Cha","450534734"
"Busta Rhymes","I Know What You Want (feat. Flipmode Squad)","227592322"
"Busta Rhymes","Break Ya Neck","220334731"
"Busta Rhymes","Put Your Hands Where My Eyes Could See","74368355"
"Busta Rhymes","Gimme Some More","53722491"
"C-Kan","Esta Vida Me Encanta (feat. Zimple & Don Aero)","80661847"
"C-Kan","Préndete Un Blunt (feat. Zimple) - Remix","55688032"
"C-Kan","Un Par De Balas","41273978"
"C-Kan","Vuelve (feat. MC Davo)","40348736"
"C-Kan","El Pasado Está Olvidado","39207328"
"C. Tangana","Tú Me Dejaste De Querer","316580745"
"C. Tangana","Demasiadas Mujeres","294518051"
"C. Tangana","Antes de Morirme (feat. ROSALÍA)","218460128"
"C. Tangana","Ateo","149161484"
"C. Tangana","Ingobernable","125262764"
"C418","Sweden","118991809"
"C418","Minecraft","73561203"
"C418","Subwoofer Lullaby","64263301"
"C418","Wet Hands","55009250"
"C418","Key","45523766"
"Caetano Veloso","Reconvexo - Ao Vivo",NULL
"Caetano Veloso","Nao enche",NULL
"Caetano Veloso","Sozinho - Ao Vivo","57387026"
"Caetano Veloso","Sonho Meu","42852463"
"Caetano Veloso","Voce E Linda - Remixed Original Album","32182798"
"Café Tacvba","Eres","285663173"
"Café Tacvba","Como te extraño mi amor","157645932"
"Café Tacvba","La ingrata","101391628"
"Café Tacvba","Quiero Ver","89264818"
"Café Tacvba","Las flores","77448488"
"Cage The Elephant","Ain't No Rest for the Wicked",NULL
"Cage The Elephant","Come a Little Closer",NULL
"Cage The Elephant","Cigarette Daydreams","616857733"
"Cage The Elephant","Trouble","262839524"
"Cage The Elephant","Cold Cold Cold","157992767"
"Caifanes","La Célula Que Explota",NULL
"Caifanes","Los Dioses Ocultos",NULL
"Caifanes","Afuera","210290566"
"Caifanes","Viento","146750749"
"Caifanes","No Dejes Que...","138349732"
"Cali Y El Dandee","Por Fin Te Encontré","332254534"
"Cali Y El Dandee","Nada","223942788"
"Cali Y El Dandee","Yo Te Esperaré","193509032"
"Cali Y El Dandee","Locura","153681241"
"Cali Y El Dandee","+ (MÁS)","151740161"
"Calibre 50","Si Te Pudiera Mentir","340102787"
"Calibre 50","A La Antigüita","308334400"
"Calibre 50","Simplemente Gracias","195991674"
"Calibre 50","Siempre Te Voy A Querer","193161798"
"Calibre 50","Cuidando El Territorio","131718604"
"Calle 13","Atrévete-Te-Te","306363981"
"Calle 13","Muerte En Hawaii","242201094"
"Calle 13","Ojos Color Sol (feat. Silvio Rodríguez)","184092791"
"Calle 13","La Vuelta Al Mundo","169841146"
"Calle 13","Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)","107968099"
"Callejero Fino","Tu Turrito","115560736"
"Callejero Fino","CALLEJERO FINO | Mission 10","44713170"
"Callejero Fino","CALLEJERO FINO | DJ TAO Turreo Sessions #723","29867976"
"Callejero Fino","Fua Mi Amor","21456999"
"Callejero Fino","Pa Tra Rkt - Remix","19510166"
"Calum Scott","Dancing On My Own","1003155181"
"Calum Scott","You Are The Reason","849038106"
"Calum Scott","Where Are You Now","817062727"
"Calum Scott","You Are The Reason - Duet Version","206655633"
"Calum Scott","Dancing On My Own - Tiësto Remix","125677413"
"Calvin Harris","One Kiss (with Dua Lipa)","1719434482"
"Calvin Harris","This Is What You Came For","1389243583"
"Calvin Harris","Summer","1162962817"
"Calvin Harris","We Found Love","1018031880"
"Calvin Harris","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","981287133"
"Camila","Mientes","234222001"
"Camila","Todo Cambió","221216151"
"Camila","Aléjate de Mí","152894852"
"Camila","Coleccionista de Canciones","121766967"
"Camila","Color Esperanza 2020","89466323"
"Camila Cabello","Señorita","2336219850"
"Camila Cabello","Havana (feat. Young Thug)","1848654151"
"Camila Cabello","Never Be the Same","755064212"
"Camila Cabello","South of the Border (feat. Camila Cabello & Cardi B)","670643659"
"Camila Cabello","Beautiful (feat. Camila Cabello)","662284883"
"Camille Saint-Saëns","The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","104530255"
"Camille Saint-Saëns","Carnival of the Animals, R. 125: The Swan","36586830"
"Camille Saint-Saëns","Danse macabre in G Minor, Op. 40","27417968"
"Camille Saint-Saëns","Le Cygne","25065885"
"Camille Saint-Saëns","Saint-Saëns / Transcr. Vidal: Le carnaval des animaux: XIII. Le cygne","22475498"
"Camilo","Desconocidos","665804353"
"Camilo","Tattoo - Remix with Camilo","530878132"
"Camilo","Si Me Dices Que Sí","290126900"
"Camilo","El Mismo Aire - con Pablo Alborán","268237254"
"Camilo","La Mitad","266678074"
"Camilo Sesto","Melina - Remasterizado",NULL
"Camilo Sesto","¿Quieres Ser Mi Amante?","98016462"
"Camilo Sesto","Vivir Así Es Morir de Amor","75741360"
"Camilo Sesto","Jamás","60825632"
"Camilo Sesto","Perdóname","53076174"
"Canserbero","Es Épico","162494381"
"Canserbero","Maquiavélico","136820286"
"Canserbero","Jeremías 17-5","128306282"
"Canserbero","Pensando en Ti","110002808"
"Canserbero","Stupid Love Story","104465288"
"Capital Bra","110","171551180"
"Capital Bra","Tilidin","161139509"
"Capital Bra","Neymar","150615162"
"Capital Bra","Wieder Lila","148400524"
"Capital Bra","One Night Stand","100229507"
"Capital Inicial","À Sua Maneira (De Música Ligera) - Ao Vivo","45240010"
"Capital Inicial","Natasha - Ao Vivo","40520005"
"Capital Inicial","Não Olhe Pra Trás (feat. Lenine) - Ao Vivo","36558754"
"Capital Inicial","Primeiros Erros (Chove) - Ao Vivo","26702058"
"Capital Inicial","À Sua Maneira (De Música Ligeira)","20147999"
"Capo","Lambo Diablo GT (feat. Nimo)","74836616"
"Capo","Lambo Diablo GT (feat. Nimo & Juju) - Remix","66252455"
"Capo","ISABELLE","65347030"
"Capo","Run Run Run","60364632"
"Capo","GHETTOGIRL","46259790"
"Capo Plaza","Tesla (feat. Sfera Ebbasta & DrefGold)","123868917"
"Capo Plaza","Body (Remix) [feat. Capo Plaza & Rondodasosa]","90195699"
"Capo Plaza","Uno squillo","82979101"
"Capo Plaza","Capri Sun","69972517"
"Capo Plaza","SLATT (feat. Capo Plaza)","63845143"
"Caralisa Monteiro","Nashe Si Chadh Gayi","61676116"
"Caralisa Monteiro","Besharam Rang (From ""Pathaan"")","44902959"
"Caralisa Monteiro","Mitwa","43972864"
"Caralisa Monteiro","Tumse Hi Tumse","12837023"
"Caralisa Monteiro","Dard - E - Disco","9996825"
"Cardenales De Nuevo León","Belleza De Cantina","227738259"
"Cardenales De Nuevo León","Mi Cómplice","118559214"
"Cardenales De Nuevo León","Quiero Que Sepas","68634733"
"Cardenales De Nuevo León","Que Nadie Sepa","67700052"
"Cardenales De Nuevo León","Compré Una Cantina","50206988"
"Cardi B","I Like It","1456860581"
"Cardi B","WAP (feat. Megan Thee Stallion)","1139623127"
"Cardi B","Finesse - Remix; feat. Cardi B","683821801"
"Cardi B","South of the Border (feat. Camila Cabello & Cardi B)","670643659"
"Cardi B","Up","534021884"
"Carin Leon","Me La Avente","302450632"
